Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2025-05-21 18:00:00+00:00,21176.5,21282.5,21167.0,21271.5,60812
2025-05-21 19:00:00+00:00,21149.0,21221.0,21072.75,21178.0,86139
2025-05-21 20:00:00+00:00,21145.5,21155.5,21111.5,21148.75,17865
2025-05-21 22:00:00+00:00,21143.5,21177.0,21113.75,21145.0,0
2025-05-21 23:00:00+00:00,21145.75,21175.75,21133.5,21144.25,4792
2025-05-22 00:00:00+00:00,21197.25,21201.0,21135.25,21147.5,6575
2025-05-22 01:00:00+00:00,21155.25,21208.5,21150.25,21197.25,4898
2025-05-22 02:00:00+00:00,21156.75,21182.25,21145.5,21154.75,4379
2025-05-22 03:00:00+00:00,21169.0,21180.25,21157.0,21157.25,3070
2025-05-22 04:00:00+00:00,21165.0,21173.0,21160.75,21163.25,1775
2025-05-22 05:00:00+00:00,21196.75,21202.75,21154.75,21164.75,3769
2025-05-22 06:00:00+00:00,21192.5,21205.0,21164.25,21198.25,4345
2025-05-22 07:00:00+00:00,21197.5,21226.75,21170.75,21192.0,8252
2025-05-22 08:00:00+00:00,21198.25,21223.0,21185.75,21196.5,5808
2025-05-22 09:00:00+00:00,21204.5,21212.75,21178.25,21197.25,4807
2025-05-22 10:00:00+00:00,21189.25,21210.5,21170.5,21204.25,6043
2025-05-22 11:00:00+00:00,21080.0,21243.5,21075.25,21189.5,15715
2025-05-22 12:00:00+00:00,21190.75,21197.5,21040.0,21080.25,25931
2025-05-22 13:00:00+00:00,21285.5,21292.25,21113.75,21191.25,77298
2025-05-22 14:00:00+00:00,21231.25,21330.25,21166.5,21285.75,81592
2025-05-22 15:00:00+00:00,21271.75,21281.25,21198.75,21231.75,50400
2025-05-22 16:00:00+00:00,21218.0,21324.5,21208.75,21272.25,45214
2025-05-22 17:00:00+00:00,21292.5,21310.25,21196.5,21217.75,41136
